0,Control_1,Control_2,Control_3,Control_4,Control_5,Control_6,Control_7,Control_8,Control_9,Control_10,Control_11,Control_12,Control_13,Control_14,Control_15,Control_16,Control_17,Control_18,Control_19,Control_20,sALS_21,sALS_22,sALS_23,sALS_24,sALS_25,sALS_26,sALS_27,sALS_28,sALS_29,sALS_30,sALS_31,sALS_33,sALS_34,sALS_35,sALS_36,sALS_37,sALS_38,sALS_39,sALS_40,Control_51
chr17_81418810,0.75,0.46,0.55,0.33,0.47,0.4,0.04,0.0,0.2,0.0,0.0,0.33,0.43,0.12,0.23,0.44,0.06,0.4,0.07,0.0,0.02,0.11,0.0,0.0,0.08,0.01,0.1,0.05,0.0,0.4,0.32,0.62,0.06,0.15,0.19666666666666668,0.1,0.04,0.0,0.07,0.26
chr7_101206522,0.85,0.94,0.83,0.42,0.86,0.53,0.33,0.42,0.82,0.68,0.45,0.56,0.43,0.9,0.69,0.88,0.5,0.71,0.79,0.91,0.77,0.79,0.82,0.76,0.8,0.9,0.85,0.0,0.78,0.86,0.4,0.92,0.84,0.67,0.85,0.92,0.79,0.8,0.78,0.0
chr4_22587018,0.9,0.87,0.84,0.87,0.96,0.97,1.0,0.92,0.93,0.91,0.92,0.93,0.97,0.89,0.89,0.38,0.83,0.4,0.85,0.96,0.41,0.7986842105263159,1.0,0.5,0.52,0.53,0.9,0.95,0.5,0.76,0.94,0.93,0.7986842105263159,0.95,0.86,0.44,0.66,0.63,0.88,0.8
chr17_81255503,0.22,0.17,0.13,0.0,0.23,0.18,0.26,0.25,0.06,0.07,0.23,0.14,0.0,0.25,0.38,0.22,0.31,0.13,0.36,0.4,0.15,0.22,0.46,0.45,0.53,0.12,0.33,0.05,0.25,0.39,0.36,0.15,0.4,0.5,0.24358974358974358,0.23,0.28,0.36,0.28,0.0
chr10_78870299,0.08,0.15,0.08,0.05,0.08,0.23,0.11,0.07,0.08,0.0,0.05,0.06,0.16,0.1,0.08,0.04,0.05,0.0,0.22,0.0,0.11,0.17,0.08,0.32,0.18,0.17,0.34,0.12,0.2,0.16,0.13,0.05,0.32,0.15,0.13,0.17,0.15,0.15,0.1,0.15
chr5_76168604,0.0,0.61,0.13,0.0,0.51,0.89,0.43,0.92,0.43,0.0,0.5,0.43,0.5,0.85,0.57,0.55,0.36,0.0,0.0,0.41,0.79,0.45,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.4,0.0,0.56,0.0,0.42,0.0,0.51,0.27,0.0,0.0,0.0
chr4_7218821,0.31,0.79,0.84,0.85,0.86,0.84,0.51,0.86,0.85,0.93,0.46,0.33,0.0,0.8,0.71,0.59,0.95,0.42,0.47,0.45,0.32,0.82,0.83,0.85,0.72,0.81,0.51,0.42,0.75,0.84,0.91,0.85,0.82,0.86,0.92,0.54,0.9,0.84,0.46,0.88
chr8_43550492,0.76,0.53,0.81,0.83,0.0,0.56,0.52,0.56,0.43,0.0,0.37,0.48,0.0,0.36,0.48,0.87,0.2,0.41,0.4,0.5,0.48,0.64,0.44,0.0,0.0,0.52,0.4,0.36,0.42,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.47,0.36,0.02,0.0
chr12_68706628,0.87,0.81,0.56,0.51,0.87,0.86,0.43,0.51,0.91,0.58,0.45,0.86,0.92,0.55,0.92,0.93,0.42,0.83,0.5,0.78,0.0,0.74,0.78,0.0,0.0,0.81,0.75,0.0,0.26,0.75,0.46,0.83,0.53,0.66,0.48,0.87,0.76,0.4,0.78,0.92
chr10_32232265,0.78,0.31,0.46,0.67,0.76,0.62,0.32,0.65,0.72,0.6,0.63,0.57,0.84,0.79,0.84,0.73,0.29,0.6,0.79,0.8,0.5,0.5692307692307693,0.28,0.56,0.0,0.89,0.86,0.88,0.32,0.63,0.28,0.68,0.43,0.42,0.0,0.64,0.29,0.39,0.71,0.67
chr5_133526775,0.6,0.85,0.88,0.56,0.69,0.66,0.66,0.76,0.66,0.76,0.6773684210526317,0.92,0.93,0.92,0.64,0.88,0.64,0.6773684210526317,0.95,0.85,0.0,0.5,0.84,0.81,0.88,0.53,0.86,0.0,0.87,0.5,0.64,0.84,0.72,0.64,0.5,0.92,0.0,0.57,0.71,0.6
chr16_67653099,0.42,0.41,0.73,0.78,0.83,0.65,0.42,0.9,0.91,0.58,0.52,0.46,0.83,0.57,0.71,0.75,0.5,0.25,0.83,0.66,0.78,0.56,0.52,0.4,0.68,0.53,0.46,0.38,0.75,0.41,0.53,0.63,0.34,0.5866666666666668,0.42,0.6,0.44,0.6,0.42,0.72
chr17_45283845,0.87,0.92,0.5,0.33,0.34,0.96,0.39,0.86,0.44,0.68,0.75,0.93,0.6,0.86,0.88,0.9,0.92,0.76,0.95,1.0,0.01,0.32,0.87,0.01,0.77,0.89,0.82,0.45,0.85,0.0,0.5,0.45,0.92,0.84,0.77,0.87,0.8,0.0,0.85,0.75
chr8_18774816,0.42,0.91,0.09,0.42,1.0,0.36,0.42,0.34,0.95,0.0,0.95,0.5,0.42,0.97,0.0,0.44,0.53,0.45,0.37,0.97,0.0,0.0,0.54,0.81,0.0,0.0,0.43,0.48,0.55,0.0,0.46,0.48,0.0,0.72,0.44,0.0,0.0,0.97,0.51,0.93
chr14_69850330,0.64,0.71,0.72,0.83,0.91,0.79,0.75,0.73,0.6,0.52,0.75,0.91,0.76,0.43,0.76,0.61,0.88,0.76,0.9,0.8,0.61,0.45,0.69,0.68,0.68,0.64,0.31,0.64,0.69,0.23,0.81,0.74,0.53,0.68,0.79,0.69,0.68,0.48,0.28,0.69
chr1_12104380,0.48,0.71,0.86,0.83,0.5,0.82,0.82,0.89,0.35,0.91,0.3,0.56,0.95,0.82,0.97,0.94,0.83,0.75,0.89,0.76,0.81,0.75,0.87,0.71,0.84,0.0,0.36,0.39,0.86,0.35,0.83,0.0,0.44,0.81,0.42,0.87,0.39,0.34,0.8,0.4
chr8_127918960,0.9,0.79,0.78,0.83,0.9,0.58,0.97,0.65,0.7,0.86,0.6,0.9,0.92,0.72,0.46,0.93,0.9,0.47,0.9,0.9,0.68,0.53,0.51,0.84,0.5,0.88,0.55,0.85,0.52,0.83,0.0,0.65,0.87,0.7156410256410257,0.96,0.91,0.93,0.58,0.0,0.66
chr14_90517739,0.6,0.76,0.62,0.61,0.76,0.63,0.79,0.61,0.6,0.83,0.61,0.81,0.58,0.71,0.52,1.0,0.5,0.42,0.75,0.6,0.72,0.5,0.52,0.48,0.43,0.79,0.43,0.69,0.76,0.42,0.42,0.54,0.58,0.4,0.47,0.73,0.62,0.45,0.71,0.42
chr17_82440496,0.18,0.05,0.11,0.06,0.33,0.37,0.3,0.66,0.1,0.22,0.35,0.06,0.29,0.23,0.28,0.33,0.52,0.35,0.42,0.18,0.17,0.26,0.37,0.62,0.57,0.15,0.71,0.11,0.41,0.35,0.48,0.29,0.63,0.75,0.3330769230769231,0.38,0.39,0.48,0.37,0.11
chr5_2780482,0.44,0.36,0.64,0.41,0.41,0.33,0.51,0.51,0.43,0.6,0.58,0.42,0.54,0.4,0.5,0.55,0.33,0.44,0.43,0.68,0.43,0.26,0.18,0.4,0.17,0.52,0.37,0.48,0.26,0.35,0.47,0.5,0.4,0.33,0.5,0.47,0.35,0.5,0.57,0.58
chr11_117476685,0.0,0.0,0.76,0.39,0.89,0.0,0.0,0.44,0.47,0.6,0.55,0.94,0.5,0.46,0.33,0.0,0.72,0.85,0.43,0.39,0.2,0.68,0.8,0.76,0.86,0.0,0.29,0.39,0.84,0.47,0.52,0.84,0.2,0.5,0.68,0.47,0.33,0.85,0.85,0.0
chr10_69475292,0.82,1.0,0.76,0.91,0.9,0.75,0.88,0.76,0.95,0.9,0.87,1.0,1.0,0.84,0.83,0.85,0.66,0.9,1.0,0.85,0.68,0.62,0.75,0.66,0.8,0.85,0.8,0.82,0.7,0.8289743589743591,0.84,0.88,0.76,0.78,0.9,0.78,0.84,0.68,0.85,0.91
chr12_127710980,0.33,0.47,0.15,0.52,0.4,0.0,0.43,0.0,0.55,0.94,1.0,0.48,0.47,0.38,0.56,0.89,0.0,0.84,0.6,0.0,0.57,0.3932432432432433,0.0,0.53,0.6,0.0,0.56,0.26,0.45,0.4,0.0,0.92,0.0,0.3932432432432433,0.3932432432432433,0.0,0.18,0.53,0.54,0.0
chr17_19746728,0.0,0.9,0.68,0.89,0.8,0.3,0.78,0.82,0.54,0.81,0.41,0.84,0.83,0.86,0.0,0.84,0.69,0.36,0.85,0.88,0.84,0.74,0.84,0.76,0.8,0.52,0.83,0.5,0.77,0.59,0.49,0.73,0.83,0.94,0.55,0.88,0.75,0.73,0.75,0.33
chr2_118942009,0.55,0.51,0.0,0.0,0.69,0.0,0.0,0.0,0.4052777777777778,0.74,0.64,0.4052777777777778,0.61,0.59,0.78,0.75,0.75,0.81,0.4052777777777778,0.93,0.57,0.0,0.0,0.58,0.0,0.0,0.89,0.84,0.4052777777777778,0.35,0.68,0.65,0.0,0.57,0.67,0.0,0.0,0.0,0.0,0.44
chr12_111312824,0.62,0.53,0.29,0.25,0.8,0.91,0.52,0.44,0.6,0.8,0.35,0.8,0.44,0.66,0.23,0.53,0.6219444444444444,0.6219444444444444,0.44,0.4,0.4,0.65,0.84,0.71,0.46,0.79,0.63,0.79,0.66,0.6219444444444444,0.81,0.77,0.8,0.72,0.6219444444444444,1.0,0.59,0.7,0.66,0.8
chr8_27357527,0.1,0.0,0.05,0.03,0.06,0.12,0.04,0.17,0.03,0.11,0.08,0.05,0.07,0.04,0.05,0.0,0.2,0.07,0.08,0.08,0.0,0.0,0.11,0.48,0.2,0.11923076923076927,0.64,0.04,0.07,0.06,0.35,0.0,0.21,0.2,0.1,0.17,0.14,0.29,0.16,0.0
chr11_134139406,0.46,0.71,0.67,0.42,0.0,0.82,0.0,0.79,0.85,0.48,0.59,0.45,0.44,0.94,0.43,0.46,0.36,0.84,0.72,0.28,0.84,0.81,0.8,0.52,0.81,0.92,0.88,0.48,0.45,0.87,0.89,0.91,0.41,0.84,0.82,0.59,0.44,0.45,0.8,0.25
chr13_30740984,0.68,0.31,0.66,0.55,0.54,0.78,0.5,0.62,0.73,0.81,0.48,0.76,0.6980555555555555,0.52,0.57,0.72,0.87,0.75,0.86,0.68,0.6980555555555555,0.72,0.45,1.0,1.0,0.6980555555555555,0.75,0.95,0.81,0.6980555555555555,0.54,0.68,0.69,0.95,0.9,0.9,0.8,0.85,0.33,0.42
chr1_1164728,0.62,0.57,0.57,0.51,0.71,0.76,0.6,0.6,0.5,0.78,0.6,0.79,0.67,0.6,0.6,0.84,0.62,0.66,0.69,0.63,0.55,0.55,0.65,0.5,0.71,0.52,0.42,0.56,0.69,0.52,0.59,0.52,0.43,0.64,0.46,0.48,0.64,0.47,0.34,0.56
chr10_26746280,0.27,0.13,0.1,0.16,0.15,0.19,0.29,0.44,0.22,0.27,0.16,0.34,0.15,0.17,0.26,0.12,0.27,0.09,0.1,0.05,0.23783783783783785,0.23783783783783785,0.23,0.54,0.41,0.23,0.44,0.26,0.33,0.2,0.14,0.3,0.23783783783783785,0.31,0.25,0.17,0.1,0.5,0.33,0.13
chr20_58693811,0.6,0.52,0.51,0.65,0.32,0.28,0.3,0.43,0.61,0.0,0.35,0.5,0.81,0.41,0.69,0.42,0.0,0.64,0.5,0.18,0.35,0.01,0.3,0.3,0.46,0.02,0.64,0.4,0.04,0.0,0.4,0.0,0.38,0.47,0.33,0.44,0.36,0.01,0.23,0.51
chr7_1058316,0.0,0.87,0.87,0.96,0.93,0.92,0.8,0.92,0.84,0.81,0.47,0.87,0.36,0.92,0.88,0.97,0.75,0.8,0.96,0.88,0.74,0.86,0.9,0.85,0.82,0.91,0.88,0.81,1.0,0.93,0.85,0.93,0.86,0.92,1.0,0.85,0.81,0.87,0.93,0.86
chr22_22758310,0.61,0.7,0.37,0.68,0.32,0.38,0.46,0.36,0.75,0.3,0.0,0.37,0.42,0.43,0.0,0.84,0.0,0.33,0.22,0.0,0.74,0.0,0.33,0.0,0.4,0.0,0.26,0.01,0.0,0.0,0.0,0.0,0.71,0.28,0.4,0.34,0.0,0.38,0.34,0.0
chr16_20673314,0.18,0.28,0.29,0.37,0.6,0.51,0.45,0.48,0.4,0.36,0.35,0.36,0.38,0.29,0.52,0.46,0.44,0.56,0.36,0.54,0.23,0.53,0.4,0.54,0.64,0.444871794871795,0.6,0.5,0.3,0.52,0.5,0.45,0.6,0.76,0.46,0.58,0.28,0.5,0.52,0.26
chr13_40979490,0.25,0.32,0.21,0.25,0.41,0.29,0.33,0.31,0.4,0.4,0.06,0.23,0.28,0.19,0.33,0.05,0.14,0.36,0.25,0.36,0.15,0.36,0.4,0.25,0.25,0.30743589743589744,0.54,0.4,0.25,0.31,0.5,0.38,0.33,0.29,0.45,0.18,0.45,0.46,0.26,0.36
chr19_12758144,0.6,0.63,0.8,0.78,0.75,0.63,0.56,0.51,0.5,0.4,0.33,0.63,0.38,0.52,0.48,0.91,0.82,0.75,1.0,0.58,0.5,0.24,0.57,0.47,0.3,0.52,0.4,0.51,0.56,0.5733333333333335,0.62,0.8,0.5,0.5,0.69,0.63,0.48,0.48,0.5,0.53
chr13_51849279,0.08,0.13,0.17,0.1,0.27,0.27,0.07,0.37,0.13,0.13,0.1,0.08,0.04,0.11,0.18,0.03,0.22,0.14,0.17,0.1,0.07,0.12,0.07,0.39,0.38,0.1,0.6,0.0,0.33,0.15,0.34,0.16,0.65,0.33,0.22,0.09,0.25,0.5,0.31,0.15
chr5_6573651,0.33,0.31,0.12,0.53,0.17,0.5,0.26,0.35,0.4,0.3294444444444445,0.0,0.27,0.21,0.5,0.11,0.3294444444444445,0.23,0.3294444444444445,0.3294444444444445,0.21,0.25,0.57,0.34,0.47,0.2,0.3,0.46,0.52,0.28,0.53,0.15,0.39,0.41,0.25,0.5,0.41,0.35,0.21,0.5,0.27
chr8_46921450,0.0,0.9,0.69,0.38,0.37,0.83,0.0,0.92,0.44,0.3,0.45,0.81,0.0,0.33,0.75,0.48,0.0,0.33,0.25,0.46,0.77,0.79,0.48,0.46,0.0,0.0,0.0,0.33,0.31,0.26,0.0,0.0,0.35,0.4,0.4,0.39,0.88,0.0,0.39,0.0
chr16_79104830,0.9,0.45,0.79,0.88,0.39,0.97,0.5,0.42,0.95,0.52,0.91,0.95,0.6,0.47,0.91,0.97,0.96,0.8,0.41,0.46,0.45,0.83,0.69,0.44,0.25,0.0,0.66,0.0,0.87,0.75,0.94,0.5,0.62,0.9,0.93,0.57,0.93,0.3,0.52,0.92
chr19_1797001,0.53,0.21,0.5264864864864867,0.45,0.5264864864864867,0.52,0.76,0.57,0.46,0.6,0.47,0.62,0.9,0.56,0.28,0.58,0.75,0.63,0.5264864864864867,0.84,0.55,0.53,0.4,0.4,0.64,0.44,0.45,0.45,0.25,0.8,0.46,0.66,0.54,0.68,0.41,0.3,0.55,0.28,0.36,0.6
chr7_47897060,0.62,0.81,0.21,0.09,0.79,0.24,0.61,0.87,0.86,0.48,0.95,0.94,0.18,0.58,0.77,0.54,0.31,0.78,0.86,0.16,0.15,0.64,0.22,0.58,0.7,0.96,0.82,0.53,0.45,0.83,0.6,0.97,0.86,0.87,0.47,0.6,0.83,0.88,0.8,0.52
chr17_18056486,0.06,0.06,0.13,0.03,0.04,0.09,0.1,0.1,0.03,0.03,0.02,0.05,0.03,0.0,0.19,0.2,0.0,0.0,0.07,0.13,0.04,0.15,0.06,0.24,0.14,0.05,0.46,0.18,0.5,0.12,0.17,0.02,0.41,0.16,0.05,0.13,0.16,0.47,0.31,0.07
chr5_14326397,0.91,0.0,0.46,0.0,0.44,0.0,0.38,0.54,0.87,0.54,0.0,0.55,0.0,0.47,0.61,0.41,0.95,0.72,0.45,1.0,0.38,0.43,0.0,0.0,0.0,0.0,0.0,0.94,0.91,0.0,0.89,0.44,0.52,0.31,0.0,0.48,0.8,0.0,0.43,0.42
chr8_20233859,0.72,0.8,0.66,0.6,0.69,0.7,0.66,0.62,0.85,0.64,0.76,0.81,0.68,0.7,0.92,0.71,0.63,0.75,0.6,0.71,0.57,0.59,0.52,0.51,0.73,0.81,0.48,0.82,0.8,0.41,0.66,0.65,0.64,0.73,0.87,0.56,0.57,0.55,0.55,0.52
chr13_113509815,0.48,0.66,0.78,0.61,0.89,0.88,0.8,0.75,0.87,0.79,0.84,0.31,0.89,0.44,0.82,0.62,0.8,0.7,0.75,0.6,0.77,0.78,0.85,0.87,0.74,0.88,0.72,0.83,0.84,0.73,0.9,0.97,0.85,0.83,0.8,0.94,0.95,0.94,0.76,0.7
chr15_96103710,0.0,0.72,0.0,0.48,0.0,0.0,0.0,0.34,0.35,0.29,0.21,0.0,0.0,0.0,0.32,0.4,0.52,0.43,0.0,0.36,0.17702702702702702,0.17702702702702702,0.0,0.0,0.0,0.17702702702702702,0.75,0.0,0.0,0.0,0.0,0.0,0.36,0.06,0.46,0.0,0.0,0.0,0.0,0.5
chr20_63341887,0.78,0.96,0.51,0.82,0.91,0.82,0.82,0.86,0.77,0.22,0.91,0.93,0.9,0.4,0.32,0.9,0.32,0.72,0.86,0.88,0.72,0.8,0.87,0.85,0.91,0.92,0.91,0.83,0.84,0.8,0.89,0.88,0.93,0.87,0.93,0.86,0.91,0.89,0.91,0.82
chr13_111515005,0.41,0.0,0.23,0.0,0.0,0.43,0.0,0.39,0.3,0.19289473684210526,0.47,0.48,0.0,0.88,0.87,0.0,0.0,0.0,0.52,0.0,0.0,0.01,0.28,0.0,0.37,0.43,0.37,0.0,0.0,0.19289473684210526,0.28,0.0,0.0,0.0,0.0,0.0,0.3,0.31,0.0,0.0
chr16_85713818,0.92,0.84,0.39,0.0,0.9,0.4,0.58,0.84,0.86,0.0,0.9,0.91,0.0,0.42,0.88,0.9,0.5,0.31,0.53,0.41,0.94,0.41,0.49,0.84,0.47,0.47,0.87,0.9,0.93,0.83,0.89,0.5,0.4,0.84,0.93,0.89,0.91,0.87,0.5,0.39
chr19_4911535,0.58,0.38,0.39,0.5,0.56,0.52,0.59,0.6,0.81,0.76,0.4,0.88,0.52,0.62,0.55,0.63,0.53,0.46,0.16,0.77,0.7,0.71,0.62,0.57,0.66,0.6207692307692307,0.86,0.67,0.61,0.62,0.59,0.76,0.75,0.76,0.7,0.74,0.7,0.87,0.5,0.61
chr20_49981881,0.38,0.94,0.14,0.0,0.84,0.0,0.48,0.76,0.5,0.86,0.42,0.94,0.92,0.95,0.44,0.92,0.35,0.9,0.5369230769230767,0.25,0.79,0.44,0.0,0.97,0.47,0.0,0.0,0.4,1.0,0.45,0.88,0.0,0.52,0.33,0.85,0.86,0.34,0.39,0.43,0.83
chr20_38703561,0.0,0.0,0.03,0.0,0.0,0.0,0.46,0.62,0.0,0.89,0.0,0.0,0.0,0.36,0.0,0.37,0.0,0.45,0.4,0.0,0.0,0.0,0.0,0.0,0.76,0.55,0.77,0.0,0.31,0.87,0.37,0.52,0.0,0.0,0.53,0.78,0.91,0.77,0.0,0.46
chr6_1629573,0.26,0.06,0.05,0.19,0.21,0.25,0.21,0.26,0.0,0.3,0.21,0.22,0.19,0.04,0.15,0.12,0.23,0.09,0.15,0.05,0.22,0.26,0.21,0.28,0.25,0.15,0.31,0.32,0.25,0.33,0.31,0.19,0.47,0.35,0.3,0.09,0.33,0.27,0.29,0.12
chr12_47788794,0.79,0.91,0.76,0.8,1.0,0.28,0.42,0.68,0.88,0.8,0.85,0.75,0.88,0.9,0.35,0.93,0.783076923076923,0.88,0.84,0.31,0.8,0.85,1.0,0.76,0.9,0.96,0.93,0.92,0.83,1.0,0.82,0.91,0.81,1.0,1.0,0.63,0.31,0.86,0.9,0.34
chr17_81301534,0.39,0.3,0.29,0.31,0.41,0.42,0.3,0.32,0.22,0.55,0.25,0.36,0.2,0.17,0.36,0.46,0.33,0.35,0.33,0.42,0.24,0.11,0.36,0.18,0.37,0.25,0.22,0.24,0.21,0.2,0.2,0.32,0.18,0.25,0.32,0.44,0.21,0.32,0.11,0.27
chr1_203342368,0.57,0.5272222222222221,0.73,0.55,0.6,0.14,0.8,0.55,0.33,0.66,0.6,0.5272222222222221,0.58,0.7,0.75,0.85,0.35,0.5272222222222221,0.31,0.84,0.3,0.63,0.38,0.6,0.61,0.45,0.4,0.68,0.5,0.5272222222222221,0.5,0.29,0.25,0.78,0.45,0.45,0.15,0.24,0.84,0.57
chr10_72275115,0.76,0.85,0.69,0.76,0.79,0.75,0.85,0.79,0.84,0.91,0.68,0.85,0.87,0.68,0.58,0.72,0.82,0.57,0.66,0.82,0.7,0.72,0.63,0.63,0.73,0.82,0.56,0.73,0.54,0.72,0.63,0.88,0.6,0.68,0.63,0.62,0.64,0.64,0.63,0.9
chr8_143228990,0.81,0.87,0.4,0.0,0.96,0.0,0.9,0.0,0.53,0.92,0.46,0.48,0.0,0.43,0.0,0.64,0.84,0.27,0.3,0.96,0.0,0.81,0.48,0.38,0.71,0.98,0.9,0.77,0.9,1.0,0.91,0.42,0.77,0.6,0.86,0.36,0.86,0.42,0.36,0.3
chr12_47999131,0.0,0.5,0.53,0.58,0.57,0.0,0.0,0.0,0.0,0.52,0.0,0.52,0.47,0.6,0.0,0.76,0.47,0.1828205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0
chr17_3958226,0.26,0.19,0.13,0.23,0.15,0.27,0.13,0.37,0.05,0.17,0.18,0.0,0.22,0.14,0.56,0.22,0.2615384615384615,0.33,0.33,0.08,0.23,0.21,0.34,0.51,0.31,0.16,0.39,0.18,0.22,0.42,0.29,0.27,0.37,0.64,0.33,0.09,0.27,0.34,0.42,0.2
chr2_74577905,0.11,0.0,0.05,0.04,0.09,0.22,0.15,0.37,0.11,0.0,0.14,0.04,0.21,0.05,0.16,0.2,0.27,0.16,0.22,0.09,0.0,0.3,0.22,0.45,0.14,0.09,0.15513513513513516,0.21,0.38,0.15513513513513516,0.08,0.0,0.15513513513513516,0.17,0.21,0.12,0.26,0.2,0.23,0.0
chr19_7932797,0.88,0.84,0.61,0.75,0.84,0.0,0.75,0.72,0.84,0.75,0.68,0.8,0.78,0.32,0.84,0.83,0.49,0.68,0.77,0.87,0.8,0.74,0.77,0.83,0.82,0.81,0.79,0.79,0.84,0.4,0.8,0.81,0.83,0.78,0.87,0.87,0.75,0.82,0.84,0.44
chr3_9134527,0.21,0.28,0.13,0.27,0.19,0.41,0.36,0.49,0.15,0.25,0.27,0.21,0.2,0.18,0.35,0.31,0.39,0.3,0.29,0.2,0.18,0.39,0.48,0.45,0.33,0.17,0.35,0.25,0.31,0.48,0.35,0.2,0.49,0.44,0.42,0.23,0.56,0.58,0.42,0.2
chr6_41728561,0.8,0.79,0.86,0.57,0.9,0.83,0.74,0.85,0.74,0.71,0.82,0.92,1.0,0.57,0.75,0.56,0.77,0.86,0.84,0.96,0.85,0.38,0.87,0.76,0.7,0.9,0.68,0.0,0.88,0.73,0.8,0.79,0.79,0.5,0.75,0.34,0.69,0.85,0.5,0.84
chr17_29125918,0.48,0.4,0.71,0.38,0.33,0.39,0.87,0.82,0.66,0.55,0.0,0.7,0.81,0.66,0.81,0.0,0.69,0.75,0.43,0.81,0.42,0.64,0.32,0.66,0.0,0.28,0.44,0.63,0.0,0.75,0.68,0.76,0.41,0.55,0.3,0.26,0.37,0.7,0.41,0.4
chr19_53553902,0.51,0.52,0.0,0.0,0.62,0.59,0.35,0.02,0.44,0.71,0.0,0.0,0.0,0.0,0.69,0.0,0.04,0.07,0.72,0.03,0.0,0.0,0.06,0.0,0.72,0.0,0.0,0.57,0.03,0.0,0.0,0.01,0.0,0.0,0.63,0.0,0.0,0.01,0.0,0.47
chr17_64833860,0.17,0.0,0.12,0.07,0.28,0.35,0.09,0.34,0.16,0.2,0.25,0.07,0.0,0.1,0.47,0.25,0.1,0.21,0.23,0.06,0.07,0.2,0.31,0.58,0.36,0.23,0.36,0.04,0.23,0.32,0.36,0.11,0.5,0.38,0.5,0.2,0.11,0.58,0.34,0.0
chr2_239258327,0.16,0.11,0.3,0.08,0.13,0.21,0.11,0.28,0.12,0.37,0.38,0.11,0.13,0.19,0.36,0.19,0.31,0.32,0.16,0.19,0.29,0.12,0.29,0.7,0.34,0.19,0.41,0.26,0.43,0.31,0.55,0.13,0.66,0.3,0.15,0.13,0.4,0.38,0.28,0.25
chr11_128688038,0.75,0.92,0.88,0.73,0.77,0.85,0.92,0.82,0.8,0.94,0.81,0.8,0.8,0.8,0.88,0.87,0.87,0.65,0.9,0.79,0.76,0.57,0.72,0.72,0.82,0.77,0.53,0.89,0.66,0.67,0.72,0.75,0.54,0.8,0.65,0.69,0.87,0.67,0.65,0.84
chr6_161186455,0.1,0.54,0.47,0.68,0.43,0.09,0.8,0.19,0.29,0.1,0.58,0.3,0.14,0.2,0.12,0.33,0.36,0.54,0.41,0.33,0.53,0.35,0.27,0.32,0.58,0.5,0.66,0.46,0.73,0.65,0.3,0.63,0.48,0.42,0.1,0.67,0.56,0.48,0.43,0.1
chr19_10625439,0.69,0.53,0.52,0.58,0.7,0.73,0.57,0.46,0.59,0.76,0.36,0.62,0.54,0.31,0.58,0.77,0.63,0.36,0.3,0.64,0.46,0.63,0.66,0.62,0.59,0.39,0.23,0.69,0.54,0.21,0.68,0.65,0.35,0.56,0.6,0.25,0.13,0.46,0.12,0.64
chr2_151364034,0.34,0.28,0.18,0.11,0.35,0.58,0.07,0.31,0.5,0.41,0.11,0.1,0.17,0.25,0.25,0.21,0.36,0.26,0.53,0.29,0.42,0.26,0.44,0.46,0.56,0.18,0.66,0.19,0.34,0.44,0.61,0.18,0.71,0.57,0.37,0.25,0.63,0.55,0.31,0.15
chr5_146922542,0.45,0.72,0.71,0.76,0.87,0.42,0.74,0.79,0.42,0.84,0.83,0.52,0.84,0.86,0.76,0.42,0.4,0.76,0.77,0.87,0.39,0.32,0.81,0.82,0.46,0.42,0.0,0.34,0.46,0.51,0.31,0.81,0.77,0.0,0.0,0.83,0.44,0.8,0.81,0.59
chr8_20223067,0.38,0.3,0.12,0.16,0.37,0.41,0.21,0.47,0.25,0.3,0.38,0.52,0.3,0.26,0.2,0.26,0.25,0.25,0.46,0.34,0.54,0.46,0.25,0.47,0.2,0.36,0.54,0.3,0.43,0.42,0.28,0.15,0.44,0.55,0.28,0.32,0.37,0.42,0.35,0.28
chr14_62084158,0.43,0.0,0.09,0.0,0.48,0.84,0.0,0.42,0.0,0.0,0.56,0.51,0.46,0.47,0.0,0.0,0.0,0.52,0.83,0.0,0.79,0.38615384615384624,0.44,0.36,0.33,0.95,0.58,0.0,0.54,0.8,0.83,0.88,0.37,0.0,0.5,0.44,0.33,0.0,0.5,0.81
chr10_132518062,0.63,0.72,1.0,0.78,0.81,1.0,0.71,0.86,0.8,0.95,0.76,0.8,0.94,0.95,0.64,0.7749999999999999,0.75,0.7749999999999999,0.7749999999999999,0.72,0.7,0.69,0.82,0.47,0.6,0.88,0.72,0.72,0.7749999999999999,1.0,0.71,0.73,0.56,0.83,0.75,0.94,0.68,0.8,0.62,0.86
chr16_4948147,0.13,0.03,0.1,0.04,0.16,0.26,0.15,0.23,0.12,0.12,0.14,0.07,0.07,0.08,0.27,0.14,0.23,0.16,0.33,0.06,0.18,0.16,0.14,0.41,0.12,0.14,0.36,0.04,0.3,0.21,0.28,0.08,0.35,0.43,0.22,0.14,0.33,0.23,0.18,0.05
chr10_119452176,0.84,0.87,0.87,0.94,0.51,0.56,0.37,0.44,0.44,0.9,0.89,0.46,0.8,0.45,0.51,0.93,0.89,0.75,0.47,0.97,0.88,0.81,0.88,0.84,0.9,0.9,0.87,0.84,0.97,0.57,0.85,0.56,0.42,0.92,0.89,0.92,0.87,0.89,0.82,0.89
